,index,schoolName,Category,Cohort,year,nrStudents,dropoutperc,lon,lat,district
435,9373,MOTT HALL V,All Students,4 year June,2012,96,2.083333,-73.8614233,40.8755487,Bronx
436,9419,METROPOLITAN HS,All Students,4 year August,2012,74,13.51351,-73.8603221,40.8598996,Bronx
437,9427,METROPOLITAN HS,All Students,4 year June,2012,74,13.51351,-73.8603221,40.8598996,Bronx
438,9460,EXPLORATIONS ACADEMY,All Students,4 year August,2012,85,14.11764,-73.8603221,40.8598996,Bronx
439,9468,EXPLORATIONS ACADEMY,All Students,4 year June,2012,85,14.11764,-73.8603221,40.8598996,Bronx
440,9536,BRONX LATIN,All Students,4 year August,2012,62,4.838709,-73.8527200052,40.88821535,Bronx
441,9543,BRONX LATIN,All Students,4 year June,2012,62,4.838709,-73.8527200052,40.88821535,Bronx
442,9567,EAST BRONX ACADEMY FOR THE FUTURE,All Students,4 year August,2012,99,3.030303,-73.8596887,40.8657425,Bronx
443,9575,EAST BRONX ACADEMY FOR THE FUTURE,All Students,4 year June,2012,99,3.030303,-73.8596887,40.8657425,Bronx
444,9611,PEACE AND DIVERSITY ACADEMY,All Students,4 year August,2012,22,54.54545,-73.8603221,40.8598996,Bronx
445,9619,PEACE AND DIVERSITY ACADEMY,All Students,4 year June,2012,22,54.54545,-73.8603221,40.8598996,Bronx
446,9652,CROTONA ACADEMY HS,All Students,4 year August,2012,14,64.28571,-73.8614233,40.8755487,Bronx
447,9660,CROTONA ACADEMY HS,All Students,4 year June,2012,14,64.28571,-73.8614233,40.8755487,Bronx
448,9699,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,All Students,4 year August,2012,79,8.860759,-73.8614233,40.8755487,Bronx
449,9703,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,All Students,4 year June,2012,79,8.860759,-73.8614233,40.8755487,Bronx
450,9715,PAN AMERICAN INTERNATIONAL HS AT MONROE,All Students,4 year August,2012,61,14.75409,-73.8781015,40.8316075,Bronx
451,9721,PAN AMERICAN INTERNATIONAL HS AT MONROE,All Students,4 year June,2012,61,14.75409,-73.8781015,40.8316075,Bronx
452,9741,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,All Students,4 year August,2012,95,20.0,-73.9006719,40.8277475,Bronx
453,9747,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,All Students,4 year June,2012,95,20.0,-73.9006719,40.8277475,Bronx
454,9771,CINEMA SCHOOL,All Students,4 year August,2012,78,2.564102,-73.897428,40.827433,Bronx
455,9775,CINEMA SCHOOL,All Students,4 year June,2012,78,2.564102,-73.897428,40.827433,Bronx
456,9787,BRONX CAREER AND COLLEGE PREPARATORY HS,All Students,4 year August,2012,91,20.87912,-73.8903249046,40.83633135,Bronx
457,9792,BRONX CAREER AND COLLEGE PREPARATORY HS,All Students,4 year June,2012,91,20.87912,-73.8903249046,40.83633135,Bronx
458,9808,BRONX REGIONAL HS,All Students,4 year August,2012,106,17.92452,-73.8903249046,40.83633135,Bronx
459,9816,BRONX REGIONAL HS,All Students,4 year June,2012,106,17.92452,-73.8903249046,40.83633135,Bronx
460,9855,BRONX ENVISION ACADEMY,All Students,4 year August,2012,88,12.5,-73.900829,40.827388,Bronx
461,9858,BRONX ENVISION ACADEMY,All Students,4 year June,2012,88,12.5,-73.900829,40.827388,Bronx
462,9867,METROPOLITAN SOUNDVIEW HS,All Students,4 year August,2012,126,11.11111,-73.8876843887,40.836821,Bronx
463,9870,METROPOLITAN SOUNDVIEW HS,All Students,4 year June,2012,126,11.11111,-73.8876843887,40.836821,Bronx
464,9881,HS OF WORLD CULTURES,All Students,4 year August,2012,104,16.34615,-73.897371,40.827297,Bronx
465,9889,HS OF WORLD CULTURES,All Students,4 year June,2012,104,16.34615,-73.897371,40.827297,Bronx
466,9954,FANNIE LOU HAMER FREEDOM HS,All Students,4 year August,2012,128,14.0625,-73.8845354,40.8440014,Bronx
467,9962,FANNIE LOU HAMER FREEDOM HS,All Students,4 year June,2012,128,14.0625,-73.8845354,40.8440014,Bronx
468,10001,WINGS ACADEMY,All Students,4 year August,2012,123,13.82113,-73.8787018,40.8318142,Bronx
469,10009,WINGS ACADEMY,All Students,4 year June,2012,123,13.82113,-73.8787018,40.8318142,Bronx
470,10089,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,4 year August,2012,99,17.17171,-73.8781015,40.8316075,Bronx
471,10097,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,All Students,4 year June,2012,99,17.17171,-73.8781015,40.8316075,Bronx
472,10136,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,All Students,4 year August,2012,91,2.197802,-73.9006719,40.8277475,Bronx
473,10144,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,All Students,4 year June,2012,91,2.197802,-73.9006719,40.8277475,Bronx
474,10198,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,All Students,4 year August,2012,80,5.0,-73.8903249046,40.83633135,Bronx
475,10206,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,All Students,4 year June,2012,80,5.0,-73.8903249046,40.83633135,Bronx
476,10234,BROOKLYN COMMUNITY HS OF COMMUNICATION ARTS AND ME,All Students,4 year August,2012,83,10.84337,-73.8787018,40.8318142,Bronx
477,10242,BROOKLYN COMMUNITY HS OF COMMUNICATION ARTS AND ME,All Students,4 year June,2012,83,10.84337,-73.8787018,40.8318142,Bronx
478,10269,SCIENCE SKILLS CENTER HS FOR SCIENCE TECHNOLOGY AN,All Students,4 year August,2012,139,2.877697,-73.8787018,40.8318142,Bronx
479,10277,SCIENCE SKILLS CENTER HS FOR SCIENCE TECHNOLOGY AN,All Students,4 year June,2012,139,2.877697,-73.8787018,40.8318142,Bronx
480,10316,BROOKLYN TECHNICAL HS,All Students,4 year August,2012,1370,0.1459854,-73.8787018,40.8318142,Bronx
481,10324,BROOKLYN TECHNICAL HS,All Students,4 year June,2012,1370,0.1459854,-73.8787018,40.8318142,Bronx
482,10363,BROOKLYN INTERNATIONAL HS,All Students,4 year August,2012,86,5.813953,-73.8872289,40.831201,Bronx
483,10371,BROOKLYN INTERNATIONAL HS,All Students,4 year June,2012,86,5.813953,-73.8872289,40.831201,Bronx
484,10410,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,All Students,4 year August,2012,105,0.0,-73.8749294,40.8415106,Bronx
485,10418,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,All Students,4 year June,2012,105,0.0,-73.8749294,40.8415106,Bronx
486,10451,ACORN COMMUNITY HS,All Students,4 year August,2012,130,15.38461,-73.8787018,40.8318142,Bronx
487,10459,ACORN COMMUNITY HS,All Students,4 year June,2012,130,15.38461,-73.8787018,40.8318142,Bronx
488,10543,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,All Students,4 year August,2012,63,0.0,-73.9760811746,40.69698295,Brooklyn
489,10547,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,All Students,4 year June,2012,63,0.0,-73.9760811746,40.69698295,Brooklyn
490,10562,BROOKLYN ACADEMY HS,All Students,4 year August,2012,67,19.40298,-73.9455965955,40.68191795,Brooklyn
491,10570,BROOKLYN ACADEMY HS,All Students,4 year June,2012,67,19.40298,-73.9455965955,40.68191795,Brooklyn
492,10609,BEDFORD STUYVESANT PREPARATORY HS,All Students,4 year August,2012,53,15.09433,-73.984717,40.69735,Brooklyn
493,10617,BEDFORD STUYVESANT PREPARATORY HS,All Students,4 year June,2012,53,15.09433,-73.984717,40.69735,Brooklyn
494,10656,BEDFORD ACADEMY HS,All Students,4 year August,2012,86,0.0,-73.9583386,40.6925521,Brooklyn
495,10664,BEDFORD ACADEMY HS,All Students,4 year June,2012,86,0.0,-73.9583386,40.6925521,Brooklyn
496,10700,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,All Students,4 year August,2012,132,9.090909,-73.984717,40.69735,Brooklyn
497,10708,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,All Students,4 year June,2012,132,9.090909,-73.984717,40.69735,Brooklyn
498,10747,BROOKLYN HS FOR LEADERSHIP AND COMMUNITY SERVICE,All Students,4 year August,2012,78,26.92307,-73.9763679,40.6893351,Brooklyn
499,10755,BROOKLYN HS FOR LEADERSHIP AND COMMUNITY SERVICE,All Students,4 year June,2012,78,26.92307,-73.9763679,40.6893351,Brooklyn
500,10784,BENJAMIN BANNEKER ACADEMY,All Students,4 year August,2012,225,1.333333,-73.984717,40.69735,Brooklyn
501,10792,BENJAMIN BANNEKER ACADEMY,All Students,4 year June,2012,225,1.333333,-73.984717,40.69735,Brooklyn
502,10831,CITY POLYTECHNIC HS OF ENGINEERING ARCHITECTURE AN,All Students,4 year August,2012,107,2.803738,-73.9886269,40.701592,Brooklyn
503,10835,CITY POLYTECHNIC HS OF ENGINEERING ARCHITECTURE AN,All Students,4 year June,2012,107,2.803738,-73.9886269,40.701592,Brooklyn
504,10850,JUAN MOREL CAMPOS SECONDARY SCHOOL,All Students,4 year August,2012,113,19.46902,-73.9620100769,40.6784674615,Brooklyn
505,10858,JUAN MOREL CAMPOS SECONDARY SCHOOL,All Students,4 year June,2012,113,19.46902,-73.9620100769,40.6784674615,Brooklyn
506,10897,FOUNDATIONS ACADEMY,All Students,4 year August,2012,26,30.76923,-73.9865208987,40.69827775,Brooklyn
507,10905,FOUNDATIONS ACADEMY,All Students,4 year June,2012,26,30.76923,-73.9865208987,40.69827775,Brooklyn
508,10936,BROOKLYN LATIN SCHOOL,All Students,4 year August,2012,116,0.8620689,-73.9886269,40.701592,Brooklyn
509,10943,BROOKLYN LATIN SCHOOL,All Students,4 year June,2012,116,0.8620689,-73.9886269,40.701592,Brooklyn
510,10967,GREEN SCHOOL,All Students,4 year August,2012,56,19.64285,-73.9475227,40.6846677,Brooklyn
511,10975,GREEN SCHOOL,All Students,4 year June,2012,56,19.64285,-73.9475227,40.6846677,Brooklyn
512,11005,PROGRESS HS FOR PROFESSIONAL CAREERS,All Students,4 year August,2012,283,9.540636,-73.9475227,40.6846677,Brooklyn
513,11013,PROGRESS HS FOR PROFESSIONAL CAREERS,All Students,4 year June,2012,283,9.540636,-73.9475227,40.6846677,Brooklyn
514,11052,SCHOOL FOR LEGAL STUDIES,All Students,4 year August,2012,158,17.0886,-73.9540186063,40.68552125,Brooklyn
515,11060,SCHOOL FOR LEGAL STUDIES,All Students,4 year June,2012,158,17.0886,-73.9540186063,40.68552125,Brooklyn
516,11099,HS FOR ENTERPRISE BUSINESS AND TECHNOLOGY,All Students,4 year August,2012,233,6.437768,-73.9856023937,40.69544665,Brooklyn
517,11107,HS FOR ENTERPRISE BUSINESS AND TECHNOLOGY,All Students,4 year June,2012,233,6.437768,-73.9856023937,40.69544665,Brooklyn
518,11146,BROOKLYN PREPARATORY HS,All Students,4 year August,2012,121,2.479338,-73.9630021,40.6921837,Brooklyn
519,11154,BROOKLYN PREPARATORY HS,All Students,4 year June,2012,121,2.479338,-73.9630021,40.6921837,Brooklyn
520,11185,WILLIAMSBURG HS FOR ARCHITECTURE AND DESIGN,All Students,4 year August,2012,136,4.411764,-73.968766804,40.69545255,Brooklyn
521,11193,WILLIAMSBURG HS FOR ARCHITECTURE AND DESIGN,All Students,4 year June,2012,136,4.411764,-73.968766804,40.69545255,Brooklyn
522,11229,WILLIAMSBURG PREPARATORY SCHOOL,All Students,4 year August,2012,181,2.209944,-73.9856023937,40.69544665,Brooklyn
523,11237,WILLIAMSBURG PREPARATORY SCHOOL,All Students,4 year June,2012,181,2.209944,-73.9856023937,40.69544665,Brooklyn
524,11270,LYONS COMMUNITY SCHOOL,All Students,4 year August,2012,76,14.47368,-73.9537840547,40.7038329,Brooklyn
525,11277,LYONS COMMUNITY SCHOOL,All Students,4 year June,2012,76,14.47368,-73.9537840547,40.7038329,Brooklyn
526,11301,AUTOMOTIVE HS,All Students,4 year August,2012,100,15.0,-73.9473005463,40.69670995,Brooklyn
527,11309,AUTOMOTIVE HS,All Students,4 year June,2012,100,15.0,-73.9473005463,40.69670995,Brooklyn
528,11348,YOUNG WOMENS LEADERSHIP SCHOOL OF BROOKLYN,All Students,4 year August,2012,63,0.0,-73.9439109,40.7098149,Brooklyn
529,11350,YOUNG WOMENS LEADERSHIP SCHOOL OF BROOKLYN,All Students,4 year June,2012,63,0.0,-73.9439109,40.7098149,Brooklyn
530,11354,FRANCES PERKINS ACADEMY,All Students,4 year August,2012,22,9.090909,-73.9439109,40.7098149,Brooklyn
531,11360,FRANCES PERKINS ACADEMY,All Students,4 year June,2012,22,9.090909,-73.9439109,40.7098149,Brooklyn
532,11393,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,All Students,4 year August,2012,66,4.545454,-73.9391758,40.7118943,Brooklyn
533,11401,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,All Students,4 year June,2012,66,4.545454,-73.9391758,40.7118943,Brooklyn
534,11459,BROOKLYN FRONTIERS HS,All Students,4 year August,2012,53,52.83018,-73.9391758,40.7118943,Brooklyn
535,11461,BROOKLYN FRONTIERS HS,All Students,4 year June,2012,53,52.83018,-73.9391758,40.7118943,Brooklyn
536,11465,DIGITAL ARTS AND CINEMA TECHNOLOGY HS,All Students,4 year August,2012,43,16.27906,-73.9551419117,40.71553935,Brooklyn
537,11473,DIGITAL ARTS AND CINEMA TECHNOLOGY HS,All Students,4 year June,2012,43,16.27906,-73.9551419117,40.71553935,Brooklyn
538,11512,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,All Students,4 year August,2012,97,4.123711,-73.9551419117,40.71553935,Brooklyn
539,11520,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,All Students,4 year June,2012,97,4.123711,-73.9551419117,40.71553935,Brooklyn
540,11556,JOHN JAY SCHOOL FOR LAW,All Students,4 year August,2012,64,4.6875,-73.944766,40.709935,Brooklyn
541,11564,JOHN JAY SCHOOL FOR LAW,All Students,4 year June,2012,64,4.6875,-73.944766,40.709935,Brooklyn
542,11603,SECONDARY SCHOOL FOR JOURNALISM,All Students,4 year August,2012,43,9.302325,-73.9534004233,40.7222456,Brooklyn
543,11611,SECONDARY SCHOOL FOR JOURNALISM,All Students,4 year June,2012,43,9.302325,-73.9534004233,40.7222456,Brooklyn
544,11650,PARK SLOPE COLLEGIATE,All Students,4 year August,2012,79,3.797468,-73.9386660854,40.70503765,Brooklyn
545,11658,PARK SLOPE COLLEGIATE,All Students,4 year June,2012,79,3.797468,-73.9386660854,40.70503765,Brooklyn
546,11697,BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,All Students,4 year August,2012,61,9.836065,-73.9534004233,40.7222456,Brooklyn
547,11705,BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,All Students,4 year June,2012,61,9.836065,-73.9534004233,40.7222456,Brooklyn
548,11744,COBBLE HILL SCHOOL OF AMERICAN STUDIES,All Students,4 year August,2012,129,0.7751937,-73.9551419117,40.71553935,Brooklyn
549,11752,COBBLE HILL SCHOOL OF AMERICAN STUDIES,All Students,4 year June,2012,129,0.7751937,-73.9551419117,40.71553935,Brooklyn
550,11822,WEST BROOKLYN COMMUNITY HS,All Students,4 year August,2012,81,20.98765,-74.0049788656,40.6778485,Brooklyn
551,11830,WEST BROOKLYN COMMUNITY HS,All Students,4 year June,2012,81,20.98765,-74.0049788656,40.6778485,Brooklyn
552,11910,KHALIL GIBRAN INTERNATIONAL ACADEMY,All Students,4 year August,2012,52,17.30769,-73.9936611546,40.6851554,Brooklyn
553,11913,KHALIL GIBRAN INTERNATIONAL ACADEMY,All Students,4 year June,2012,52,17.30769,-73.9936611546,40.6851554,Brooklyn
554,11924,BROOKLYN HS OF THE ARTS,All Students,4 year August,2012,225,1.777777,-74.0020041243,40.6795265,Brooklyn
555,11932,BROOKLYN HS OF THE ARTS,All Students,4 year June,2012,225,1.777777,-74.0020041243,40.6795265,Brooklyn
556,11971,SUNSET PARK HS,All Students,4 year August,2012,313,7.98722,-73.9787498,40.6692701,Brooklyn
557,11977,SUNSET PARK HS,All Students,4 year June,2012,313,7.98722,-73.9787498,40.6692701,Brooklyn
558,11997,MILLENNIUM BROOKLYN HS,All Students,4 year August,2012,119,0.0,-73.9787498,40.6692701,Brooklyn
559,12000,MILLENNIUM BROOKLYN HS,All Students,4 year June,2012,119,0.0,-73.9787498,40.6692701,Brooklyn
560,12008,SOUTH BROOKLYN COMMUNITY HS,All Students,4 year August,2012,74,14.86486,-73.9787498,40.6692701,Brooklyn
561,12016,SOUTH BROOKLYN COMMUNITY HS,All Students,4 year June,2012,74,14.86486,-73.9787498,40.6692701,Brooklyn
562,12055,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,All Students,4 year August,2012,19,15.78947,-73.9787498,40.6692701,Brooklyn
563,12063,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,All Students,4 year June,2012,19,15.78947,-73.9787498,40.6692701,Brooklyn
564,12093,BOYS AND GIRLS HS,All Students,4 year August,2012,132,19.69696,-73.9936611546,40.6851554,Brooklyn
565,12101,BOYS AND GIRLS HS,All Students,4 year June,2012,132,19.69696,-73.9936611546,40.6851554,Brooklyn
566,12140,BROOKLYN HS FOR LAW AND TECHNOLOGY,All Students,4 year August,2012,144,5.555555,-73.9910291,40.6846795,Brooklyn
567,12148,BROOKLYN HS FOR LAW AND TECHNOLOGY,All Students,4 year June,2012,144,5.555555,-73.9910291,40.6846795,Brooklyn
568,12187,GOTHAM PROFESSIONAL ARTS ACADEMY,All Students,4 year August,2012,36,11.11111,-73.9892576,40.6900847,Brooklyn
569,12194,GOTHAM PROFESSIONAL ARTS ACADEMY,All Students,4 year June,2012,36,11.11111,-73.9892576,40.6900847,Brooklyn
570,12218,RESEARCH AND SERVICE HS,All Students,4 year August,2012,104,17.30769,-73.9925581627,40.64282825,Brooklyn
571,12221,RESEARCH AND SERVICE HS,All Students,4 year June,2012,104,17.30769,-73.9925581627,40.64282825,Brooklyn
572,12233,BROOKLYN ACADEMY OF GLOBAL FINANCE,All Students,4 year August,2012,39,10.25641,-73.979709,40.6864332,Brooklyn
573,12239,BROOKLYN ACADEMY OF GLOBAL FINANCE,All Students,4 year June,2012,39,10.25641,-73.979709,40.6864332,Brooklyn
574,12261,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS,All Students,4 year August,2012,111,1.801801,-73.979709,40.6864332,Brooklyn
575,12263,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS,All Students,4 year June,2012,111,1.801801,-73.979709,40.6864332,Brooklyn
576,12267,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,All Students,4 year August,2012,95,11.57894,-73.9803042811,40.68396985,Brooklyn
577,12275,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,All Students,4 year June,2012,95,11.57894,-73.9803042811,40.68396985,Brooklyn
578,12302,ACADEMY OF HOSPITALITY AND TOURISM,All Students,4 year August,2012,58,20.68965,-74.0045641,40.6554547,Brooklyn
579,12310,ACADEMY OF HOSPITALITY AND TOURISM,All Students,4 year June,2012,58,20.68965,-74.0045641,40.6554547,Brooklyn
580,12400,WEB DUBOIS ACADEMIC HS,All Students,4 year August,2012,40,25.0,-73.9214659441,40.6801965,Brooklyn
581,12408,WEB DUBOIS ACADEMIC HS,All Students,4 year June,2012,40,25.0,-73.9214659441,40.6801965,Brooklyn
582,12447,INTERNATIONAL HS AT PROSPECT HEIGHTS,All Students,4 year August,2012,79,13.92405,-73.931663636,40.67889925,Brooklyn
583,12455,INTERNATIONAL HS AT PROSPECT HEIGHTS,All Students,4 year June,2012,79,13.92405,-73.931663636,40.67889925,Brooklyn
584,12491,HS FOR GLOBAL CITIZENSHIP,All Students,4 year August,2012,57,12.2807,-73.9334310748,40.69117415,Brooklyn
585,12499,HS FOR GLOBAL CITIZENSHIP,All Students,4 year June,2012,57,12.2807,-73.9334310748,40.69117415,Brooklyn
586,12535,SCHOOL FOR HUMAN RIGHTS,All Students,4 year August,2012,78,7.692307,-73.931663636,40.67889925,Brooklyn
587,12543,SCHOOL FOR HUMAN RIGHTS,All Students,4 year June,2012,78,7.692307,-73.931663636,40.67889925,Brooklyn
588,12579,SCHOOL FOR DEMOCRACY AND LEADERSHIP,All Students,4 year August,2012,74,13.51351,-73.9393061119,40.67593365,Brooklyn
589,12587,SCHOOL FOR DEMOCRACY AND LEADERSHIP,All Students,4 year June,2012,74,13.51351,-73.9393061119,40.67593365,Brooklyn
590,12620,HS FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,All Students,4 year August,2012,95,10.52631,-73.9582573,40.6495043,Brooklyn
591,12628,HS FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,All Students,4 year June,2012,95,10.52631,-73.9582573,40.6495043,Brooklyn
592,12664,HS FOR SERVICE & LEARNING AT ERASMUS,All Students,4 year August,2012,106,11.32075,-73.9582573,40.6495043,Brooklyn
593,12672,HS FOR SERVICE & LEARNING AT ERASMUS,All Students,4 year June,2012,106,11.32075,-73.9582573,40.6495043,Brooklyn
594,12708,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HS A,All Students,4 year August,2012,78,0.0,-73.9603396737,40.66994585,Brooklyn
595,12716,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HS A,All Students,4 year June,2012,78,0.0,-73.9603396737,40.66994585,Brooklyn
596,12797,HS FOR PUBLIC SERVICE,All Students,4 year August,2012,104,0.0,-73.9582573,40.6495043,Brooklyn
597,12805,HS FOR PUBLIC SERVICE,All Students,4 year June,2012,104,0.0,-73.9582573,40.6495043,Brooklyn
598,12838,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,All Students,4 year August,2012,146,5.479452,-73.9429774,40.6588146,Brooklyn
599,12846,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,All Students,4 year June,2012,146,5.479452,-73.9429774,40.6588146,Brooklyn
600,12882,BROOKLYN SCHOOL FOR MUSIC & THEATRE,All Students,4 year August,2012,77,1.298701,-73.9391758,40.7118943,Brooklyn
601,12890,BROOKLYN SCHOOL FOR MUSIC & THEATRE,All Students,4 year June,2012,77,1.298701,-73.9391758,40.7118943,Brooklyn
602,12929,BROWNSVILLE ACADEMY HS,All Students,4 year August,2012,83,10.84337,-73.9551597087,40.66951885,Brooklyn
603,12937,BROWNSVILLE ACADEMY HS,All Students,4 year June,2012,83,10.84337,-73.9551597087,40.66951885,Brooklyn
604,12976,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,All Students,4 year August,2012,235,0.0,-73.9603396737,40.66994585,Brooklyn
605,12984,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,All Students,4 year June,2012,235,0.0,-73.9603396737,40.66994585,Brooklyn
606,13023,CLARA BARTON HS,All Students,4 year August,2012,332,6.92771,-73.9603396737,40.66994585,Brooklyn
607,13031,CLARA BARTON HS,All Students,4 year June,2012,332,6.92771,-73.9603396737,40.66994585,Brooklyn
608,13115,BROOKLYN INSTITUTE FOR LIBERAL ARTS,All Students,4 year August,2012,96,1.041666,-73.9429774,40.6588146,Brooklyn
609,13117,BROOKLYN INSTITUTE FOR LIBERAL ARTS,All Students,4 year June,2012,96,1.041666,-73.9429774,40.6588146,Brooklyn
610,13121,ACADEMY FOR HEALTH CAREERS,All Students,4 year August,2012,72,4.166666,-73.9582573,40.6495043,Brooklyn
611,13126,ACADEMY FOR HEALTH CAREERS,All Students,4 year June,2012,72,4.166666,-73.9582573,40.6495043,Brooklyn
612,13221,IT TAKES A VILLAGE ACADEMY,All Students,4 year August,2012,125,2.4,-73.9429774,40.6588146,Brooklyn
613,13229,IT TAKES A VILLAGE ACADEMY,All Students,4 year June,2012,125,2.4,-73.9429774,40.6588146,Brooklyn
614,13256,BROOKLYN GENERATION SCHOOL,All Students,4 year August,2012,65,10.76923,-73.9603396737,40.66994585,Brooklyn
615,13264,BROOKLYN GENERATION SCHOOL,All Students,4 year June,2012,65,10.76923,-73.9603396737,40.66994585,Brooklyn
616,13292,BROOKLYN THEATRE ARTS HS,All Students,4 year August,2012,66,13.63636,-73.9603396737,40.66994585,Brooklyn
617,13299,BROOKLYN THEATRE ARTS HS,All Students,4 year June,2012,66,13.63636,-73.9603396737,40.66994585,Brooklyn
618,13323,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year August,2012,72,4.166666,-73.9239753,40.666194,Brooklyn
619,13330,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year June,2012,72,4.166666,-73.9239753,40.666194,Brooklyn
620,13356,VICTORY COLLEGIATE HS,All Students,4 year August,2012,73,10.9589,-73.951184758,40.66693295,Brooklyn
621,13364,VICTORY COLLEGIATE HS,All Students,4 year June,2012,73,10.9589,-73.951184758,40.66693295,Brooklyn
622,13390,BROOKLYN BRIDGE ACADEMY,All Students,4 year August,2012,111,2.702702,-73.9617294256,40.6690504,Brooklyn
623,13398,BROOKLYN BRIDGE ACADEMY,All Students,4 year June,2012,111,2.702702,-73.9617294256,40.6690504,Brooklyn
624,13434,ARTS & MEDIA PREPARATORY ACADEMY,All Students,4 year August,2012,55,7.272727,-73.9393061119,40.67593365,Brooklyn
625,13441,ARTS & MEDIA PREPARATORY ACADEMY,All Students,4 year June,2012,55,7.272727,-73.9393061119,40.67593365,Brooklyn
626,13465,HS FOR INNOVATION IN ADVERTISING AND MEDIA,All Students,4 year August,2012,75,9.333333,-73.9429774,40.6588146,Brooklyn
627,13471,HS FOR INNOVATION IN ADVERTISING AND MEDIA,All Students,4 year June,2012,75,9.333333,-73.9429774,40.6588146,Brooklyn
628,13491,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,All Students,4 year August,2012,81,7.407407,-73.9393061119,40.67593365,Brooklyn
629,13498,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,All Students,4 year June,2012,81,7.407407,-73.9393061119,40.67593365,Brooklyn
630,13522,HS FOR MEDICAL PROFESSIONS,All Students,4 year August,2012,111,2.702702,-73.9215435,40.6477763,Brooklyn
631,13527,HS FOR MEDICAL PROFESSIONS,All Students,4 year June,2012,111,2.702702,-73.9215435,40.6477763,Brooklyn
632,13543,OLYMPUS ACADEMY,All Students,4 year August,2012,74,8.108108,-73.8981465,40.6411019,Brooklyn
633,13551,OLYMPUS ACADEMY,All Students,4 year June,2012,74,8.108108,-73.8981465,40.6411019,Brooklyn
634,13581,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,All Students,4 year August,2012,80,10.0,-73.9175543,40.6336432,Brooklyn
635,13587,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,All Students,4 year June,2012,80,10.0,-73.9175543,40.6336432,Brooklyn
636,13607,URBAN ACTION ACADEMY,All Students,4 year August,2012,75,5.333333,-73.9215435,40.6477763,Brooklyn
637,13613,URBAN ACTION ACADEMY,All Students,4 year June,2012,75,5.333333,-73.9215435,40.6477763,Brooklyn
638,13636,EAST BROOKLYN COMMUNITY HS,All Students,4 year August,2012,100,17.0,-73.9175543,40.6336432,Brooklyn
639,13643,EAST BROOKLYN COMMUNITY HS,All Students,4 year June,2012,100,17.0,-73.9175543,40.6336432,Brooklyn
640,13670,ACADEMY FOR YOUNG WRITERS,All Students,4 year August,2012,71,1.40845,-73.9175543,40.6336432,Brooklyn
641,13678,ACADEMY FOR YOUNG WRITERS,All Students,4 year June,2012,71,1.40845,-73.9175543,40.6336432,Brooklyn
642,13707,EAST NEW YORK FAMILY ACADEMY,All Students,4 year August,2012,58,0.0,-73.9215435,40.6477763,Brooklyn
643,13715,EAST NEW YORK FAMILY ACADEMY,All Students,4 year June,2012,58,0.0,-73.9215435,40.6477763,Brooklyn
